1029410,-1.0260,-0.9263,-0.9386,0.0818,-1.0846,-0.8054,-1.2361,-1.0363,-0.2410,-0.0746,0.9324,0.1734,-0.3805,-0.5099,-0.1832,1.4667,0.4367,1.1095,0.8871,-1.9454,1.8558,0.1633,1.3400,1.7049,0.2365,,-0.7370,-0.7386,-0.6197,-1.1381,-0.2258,-0.7572,-0.8658,-0.9162,-0.6914,0.0314,1.3234,0.1507,-0.6649,-0.2953,0.6945,1.7912,0.0856,1.1840,0.1146,-1.9606,1.4210,-0.5389,0.4360,0.5855,2.3316,,-0.8124,-0.8117,-0.3154,-0.7649,-0.5037,-0.3781,-0.4406,-0.6992,-0.9071,-0.5082,1.6254,0.4341,-1.5705,0.6075,-1.0584,1.7525,0.6429,0.8836,0.7458,-2.1990,0.7947,0.1940,-0.3376,0.8351,1.3043,1.4868,-0.4005,-0.2849,-0.2482,-1.0923,-0.0521,0.2919,-0.0215,-0.4924,-1.9535,-1.2826,1.6319,0.5498,-1.5490,0.4119,-0.4800,1.0517,-0.4815,0.0122,0.1956,-1.7981,1.5332,0.1585,0.5893,0.4193,1.7489,1.5426,-0.8121,-0.6024,-0.9358,-1.1699,-0.7671,-1.0458,-0.8834,-0.7762,-0.2082,-0.8803,0.6042,0.1400,-0.2082,,-0.0196,1.2329,0.2558,1.4906,0.5445,-1.6150,2.1812,-0.2279,0.7865,1.3383,1.5780,,-0.3327,-0.6199,-0.4991,-1.7277,-0.9498,-0.7337,-0.5670,-0.6700,-1.0153,-0.8165,0.9588,-0.0351,-0.1012,1.5953,0.1006,1.5631,0.1008,0.2935,0.6346,-1.8804,2.0306,-0.7229,0.5529,1.2129,0.2437,1.3844
1029411,-0.9258,-0.8880,-0.8588,0.0659,-1.0562,-0.6956,-1.1454,-0.9621,-0.4186,0.0850,0.7853,0.1510,-0.5075,-0.6262,-0.3073,1.3795,0.4259,1.2052,0.8891,-2.0065,1.8408,0.1991,1.4946,1.7847,0.0919,,-0.7191,-0.6486,-0.6576,-1.2682,-0.1173,-0.7616,-0.8787,-0.9228,-0.8568,-0.2481,1.2757,0.1192,-1.0112,-0.1579,0.7305,1.8340,0.1590,1.1104,0.1846,-1.6555,1.6309,-0.4927,0.5100,0.6500,2.1918,,-0.6135,-0.8230,-0.1461,-0.8973,-0.3772,-0.2372,-0.2709,-0.5289,-0.9511,-0.6638,1.7498,0.5188,-1.7616,0.5629,-1.1070,1.5476,0.6593,0.8693,0.7980,-2.1232,0.8301,-0.0576,-0.4832,0.5977,1.5017,1.4064,-0.3263,-0.2151,-0.1557,-1.1008,0.0515,0.3795,0.0579,-0.4082,-2.0047,-1.4149,1.6575,0.6004,-1.6386,0.1842,-0.4797,1.0103,-0.4903,-0.0560,0.2315,-1.7227,1.5787,0.1392,0.6479,0.3772,1.7234,1.3739,-0.7738,-0.5807,-0.9019,-1.1943,-0.7916,-0.9949,-0.8437,-0.7424,-0.2122,-0.9850,0.5814,0.1524,-0.2254,,-0.0610,1.3007,0.2202,1.5500,0.5104,-1.5699,2.1806,-0.2783,0.7470,1.3715,1.5408,,-0.2592,-0.5475,-0.4521,-1.7951,-0.9361,-0.7376,-0.5157,-0.6455,-1.1242,-0.8667,0.9865,-0.0056,-0.1134,1.4826,0.1369,1.5402,0.1385,0.2710,0.6887,-1.8545,2.0735,-0.7741,0.5764,1.3189,0.1891,1.2251
1029412,-0.7217,-0.6706,-0.8382,0.2532,-1.5375,-0.3578,-0.9556,-0.8896,-0.8247,0.3129,0.8760,-0.0649,-0.8810,-0.0839,-0.1837,1.2529,0.8017,0.8039,0.8843,-2.3455,1.5394,0.5687,1.3057,1.7772,-0.0213,,-0.5764,-0.4193,-0.4924,-1.3035,-0.4250,-0.6625,-0.5449,-0.8813,-1.0238,-0.4015,1.0377,0.1769,-1.7561,-0.2029,0.8589,1.5440,0.3946,1.2609,0.2209,-1.5864,1.5001,-0.0834,0.5287,0.5750,2.2616,,-0.1950,-0.1393,0.3228,-1.3252,0.1647,0.1020,0.1596,-0.3554,-1.0182,-0.7227,1.6278,0.5656,-2.1933,-0.6626,-1.0638,1.1024,0.2945,0.5342,0.7616,-2.0454,1.2157,0.3144,-0.0262,0.3406,2.2221,0.0192,-0.2412,-0.1747,0.1126,-1.4074,0.1972,0.5708,0.1830,-0.2526,-1.4255,-1.3615,1.2906,0.5162,-1.9674,-0.0796,-0.4447,0.5318,-0.4970,-0.4802,-0.1474,-1.3805,1.8291,0.0400,0.5566,0.3525,2.2427,1.4368,-0.3927,-0.2449,-0.7217,-1.3312,-0.6010,-0.7046,-0.3724,-0.4568,-0.4670,-1.2252,0.8158,0.2406,-1.1298,,-0.2289,1.4135,-0.0177,0.9212,0.7892,-1.5417,2.6256,-0.4614,0.5396,1.1832,1.3681,,0.1780,-0.1239,-0.0478,-1.8700,-0.3591,-0.2122,-0.0289,-0.2608,-1.2034,-1.4610,1.3866,0.2379,-0.8658,2.1133,-0.3771,0.3634,-0.0738,-1.2710,0.4410,-1.5741,1.9009,-0.1743,1.0213,1.3078,0.3923,0.5610
1029413,-1.0960,-0.9832,-1.0154,0.1769,-0.8992,-0.7029,-1.1431,-1.0881,-0.7242,0.3974,1.5355,0.2625,-0.4584,-0.2958,-0.3744,1.3129,0.8394,0.8470,0.6103,-1.9346,1.8494,0.0792,1.0500,1.6189,0.1358,,-0.5996,-0.6747,-0.7796,-0.8433,-0.3890,-0.9160,-0.8668,-0.8829,-0.3575,-0.1104,1.6857,0.1366,-1.0302,-0.9015,1.0481,1.5959,0.4367,1.0739,0.5496,-2.3736,1.5597,0.2686,1.1221,0.6530,0.5953,,-0.6574,-0.5546,0.0372,-0.5163,-0.6638,0.1608,0.0249,-0.2340,-1.3887,-0.3708,1.8414,0.8897,-2.2925,-0.4214,-0.3433,0.8808,0.2768,0.7558,0.4395,-2.3615,1.4327,0.5432,-0.2565,0.3616,1.2906,1.1260,-1.0929,-0.8943,-0.8819,-0.6898,-0.2543,-0.2981,-0.4656,-1.0457,-0.4870,-0.8808,1.2932,0.5616,-1.0453,0.0266,0.2578,1.3605,-0.1145,-0.7625,0.5681,-2.2165,2.0190,0.6255,1.1389,0.8498,1.1374,1.2907,-0.4579,-0.2632,-0.7885,-1.3529,-0.2679,-0.9082,-0.4881,-0.4061,-0.7555,-0.5618,0.6361,-0.1849,-1.1293,,0.1265,0.8393,0.0396,0.9320,0.8800,-2.0858,2.1952,-0.0924,1.0272,1.3476,1.7190,,-0.3219,-1.0360,-0.1626,-0.9647,-0.1844,-0.6127,-0.6157,-0.6601,-0.9859,-1.0173,1.7803,-0.0212,-1.1496,0.8397,-0.6836,0.8644,0.1081,-0.0663,0.7153,-2.0273,1.7103,0.2839,1.3570,2.1003,0.5274,0.2226
1067494,-0.4471,-0.3154,2.6066,-0.7834,3.2994,-0.6971,-0.4677,-0.2622,-0.6008,-0.7046,-0.6008,-0.2226,-0.5739,-0.6227,-0.5553,-0.3500,0.7248,1.2516,0.5924,-0.2336,-0.3861,-0.1002,0.1867,-0.0128,-0.7254,,0.3275,-1.0317,1.6008,0.4673,-0.8127,0.9277,0.5933,0.5277,-0.5125,-0.7225,-0.2042,0.0142,0.1964,-1.8601,-0.9001,-0.2806,-0.4607,-0.6452,1.7117,1.9845,1.7172,-0.1807,-1.0711,0.0470,-1.4333,,-0.5706,-0.3615,-0.7228,-0.3112,-1.1698,-0.4460,-0.0917,0.5614,0.8946,0.8263,-0.5021,0.4258,2.2668,1.3836,-0.2561,-0.8456,0.1693,0.6367,1.1817,-0.5609,0.2814,-0.6447,-0.7271,2.0121,-1.4101,-2.0195,-0.1066,0.3217,0.3144,-0.2883,2.8755,0.3019,0.6039,-0.2823,1.0583,1.4906,-0.1381,0.1868,1.2143,-1.3416,1.0944,-0.8385,-0.5374,-0.8717,-0.7831,0.0047,0.9055,-1.2189,-0.5215,-1.0295,-0.9685,-1.4459,-0.3064,-0.4092,-0.2862,-0.0973,-0.3390,-0.3449,-0.2371,-0.0253,0.0393,-0.3082,-0.2471,4.6952,0.0807,,-0.1010,-0.2742,0.4984,-0.4948,-0.1492,-0.2236,-0.4938,-0.2645,-0.1807,-0.1987,-0.3325,,-0.0785,-0.8276,0.1098,0.1015,-0.6694,-0.1855,1.3825,0.1538,0.1489,-0.0546,1.6656,-0.8429,-0.6194,1.1473,0.3169,-1.1783,0.8035,-1.4321,0.2604,-0.5742,-0.9660,0.7318,2.0811,1.5906,-1.3766,-1.6887
1057703,0.9989,0.9518,0.0109,1.6220,0.0236,0.1602,0.5324,0.0794,-0.4622,-0.4192,0.8755,2.4175,0.4982,-1.8663,-1.5334,-1.1340,1.1173,-0.3165,-0.3491,-1.0621,-0.7279,-0.1783,-0.5403,0.6717,-1.3702,,-0.7961,-0.6022,-0.8550,0.3776,-0.4758,-0.8235,-0.6056,-0.8732,0.4048,0.3028,-0.4629,0.9602,-0.1501,-2.0155,2.0872,0.0913,0.2835,0.1715,1.1414,-0.6922,0.7171,1.5820,1.2913,0.9056,-1.9643,,0.2643,0.4486,-0.2084,0.0717,-0.7453,0.5268,0.5854,0.0807,-0.6817,-0.5356,-0.2361,0.8571,1.1236,1.9773,0.9237,-1.3070,-0.1120,-0.5047,0.0210,-0.9432,-1.5763,1.7315,0.6596,0.7223,-0.4131,-2.7303,-0.5610,-0.6610,-0.7158,0.8322,-1.0375,-0.4752,-0.1840,-0.9214,1.4851,1.3544,-1.3700,0.9001,0.1214,1.4056,0.8868,-0.7266,1.9218,-0.5320,0.4341,-0.4378,0.6695,0.3939,0.5963,0.1716,-2.0734,-1.4774,-0.3913,0.1695,-0.2831,0.0380,-0.2211,-0.4697,-0.5997,-0.5190,-0.3320,1.4122,-0.2688,0.9063,0.5574,,0.8729,-0.4130,1.8286,-0.7948,-0.1509,-1.1675,-1.5723,1.0573,1.0222,1.7051,-2.3860,,-1.0610,-0.9236,-0.6353,1.1091,-0.5574,-0.8331,-0.8957,-1.2377,0.5582,1.2678,-0.6648,1.3292,0.2183,2.1582,0.1801,0.6658,0.2308,-1.8503,-0.0419,-1.8437,1.1080,1.0204,0.0711,0.6272,-0.3117,0.3123
1057704,-0.8246,-1.0532,-1.3899,-0.4072,0.2704,-0.7553,-0.8822,-0.1565,0.0352,-1.2712,1.1983,3.0039,-0.0201,0.8265,0.7868,-0.1842,0.5963,-0.3223,0.3032,-1.8030,0.1447,1.1298,0.7866,0.5115,-0.5233,,-0.6507,-1.2618,-0.2651,-0.1116,-0.7597,-0.5473,0.0022,-0.5989,-0.0058,-0.1698,-0.4580,3.7483,0.2726,-1.0236,0.5955,0.2361,0.0750,0.1393,1.0102,-1.0009,1.4863,-0.7950,0.2283,0.5959,-0.7414,,-0.6096,0.0171,-0.0813,-0.1374,-0.8459,-0.3817,-0.0873,0.1157,0.1527,3.7165,-0.4649,1.3841,0.0430,1.3860,0.2330,-0.3705,-0.4999,-0.8480,0.6374,-1.1940,-0.4878,0.1582,-0.0981,0.7088,-1.0347,-1.4113,-0.7643,-0.1709,-0.5362,-0.2633,-0.0814,-0.5093,-0.4324,-0.8317,0.9342,0.7268,-0.1944,1.9514,0.7523,-0.4696,0.6675,-0.0120,-0.2026,0.1003,0.0475,-1.0662,3.5202,-0.2574,0.0712,-0.2706,-1.2857,-1.4236,-0.0955,0.1181,-0.4053,-0.3322,-1.1304,-1.2887,-0.1521,-0.1353,0.2887,0.5869,-0.8060,3.2410,0.8121,,-0.1764,0.7113,0.3639,0.3013,0.2106,-2.2472,0.4336,0.2272,0.5637,0.3145,-1.4038,,-0.5590,-0.5766,-0.5328,-0.1144,0.3986,-0.3306,-0.4741,-0.6060,0.7652,0.7880,-1.3433,3.2480,0.2949,1.2025,0.9515,-0.7725,0.2988,-1.3259,-0.1144,-1.6602,0.9919,0.0696,-0.0973,0.9566,-0.7957,-0.6629
1057705,0.0541,-0.4738,0.0601,0.0008,2.7297,-0.0380,0.2972,0.1543,0.1154,-0.0802,-0.7116,3.3979,-0.0606,-0.8796,-0.4128,-0.4054,-0.5157,0.3313,-0.1260,-1.1225,-0.3196,-0.3732,-0.3833,0.1595,-1.3979,,0.1021,-0.5777,-0.3262,1.4165,-0.3173,0.1038,-0.1561,0.1061,-0.0856,-0.0669,0.0188,4.2278,0.3374,-1.4590,-0.4491,-0.1427,0.0127,-0.4661,0.4231,-0.6641,-0.6859,-0.0406,-0.1085,-0.6193,-0.5833,,0.0345,2.2133,-0.0657,-0.1297,-0.8235,-0.2074,-0.4976,-0.3814,-0.8051,0.3069,-0.7784,3.0565,1.1763,1.2638,0.3827,0.2280,-0.4920,-0.4142,-0.4327,-1.0566,0.0378,-1.0137,-0.9859,0.4199,-1.4300,0.3942,-0.1084,-0.2703,-0.1431,0.5121,-0.4406,-0.0367,-0.0582,-0.2167,0.5272,2.8750,-1.2070,2.6446,0.6783,-1.2530,0.9379,-1.1988,-0.1976,-0.4507,-0.5862,-0.9746,0.6188,-0.0763,0.0242,0.1520,-1.4064,-0.3455,-0.0736,-0.1141,-0.2014,0.6395,-1.0696,-0.3648,-0.0917,-0.2226,-1.3328,0.9323,-0.6282,3.3219,1.2349,,0.4803,0.2592,-0.6288,-0.9829,-0.0624,-1.2470,0.7268,0.4555,0.2142,0.3320,-1.5770,,0.0374,0.0992,0.4290,0.5256,-0.4851,-0.0325,0.0630,0.0425,-0.0422,-0.1310,-1.1063,2.7450,0.7732,-1.7368,-0.2253,-1.3041,-0.7245,-0.2226,-0.0259,-1.0363,-0.3204,2.2549,0.4500,1.0547,-1.6376,0.5563
1059175,-0.5796,-0.3408,-0.3630,1.6544,0.1662,-0.5326,-0.4649,-0.2036,1.6797,1.4555,-1.9963,-0.3120,1.4373,-1.9714,-0.2619,1.0268,0.3806,1.5866,0.5387,-0.1075,-0.3761,-0.1209,-0.7001,-0.5425,-1.0526,,0.0672,0.1257,0.0210,0.6733,0.5623,-0.3430,-0.2866,0.0565,0.8145,0.6418,-0.9535,0.2760,-0.1234,-2.9010,0.2584,0.5267,0.7782,0.4005,0.9262,0.1973,-0.6070,1.4558,0.4953,-0.1018,-2.9605,,-0.5252,-0.2221,-0.2689,0.9339,-0.1304,-0.2694,-0.3283,-0.2745,0.8723,0.5642,-0.6853,0.2053,0.5265,0.1371,0.2210,1.0319,0.8761,0.1498,1.2369,-0.4427,-1.1075,1.3738,0.7708,0.6432,-1.9970,-3.2912,-0.6336,-0.4717,-0.5712,1.0022,-0.0874,-0.5626,-0.5052,-0.3653,1.2338,0.5226,-0.1028,0.1174,0.4930,-0.4177,0.3236,1.4543,0.9682,-0.7241,1.4173,-0.3690,-0.4544,1.4453,0.2630,0.8057,-1.7487,-3.0327,0.0141,0.1506,-0.0201,0.4452,0.6742,-0.3946,-0.1068,0.1475,0.3185,0.9598,-2.0637,-0.0974,-0.5919,,1.1039,-0.2867,0.6397,-0.1270,1.0765,-0.0805,0.0113,0.9890,0.3264,0.5478,-3.6356,,-0.1130,-0.0640,0.0250,0.7954,0.6128,-0.2700,-0.3275,0.0353,0.4104,0.1211,-0.3498,0.0935,0.4089,0.2718,-0.4721,1.1116,1.0511,0.2675,0.8080,-0.3649,-0.3501,1.3282,0.0406,0.6898,-1.9141,-3.8456
1059173,0.8636,1.1900,0.9906,0.1981,0.8465,0.0786,0.6364,1.2855,-0.2563,-0.2709,-1.5918,-0.1903,1.2647,-3.0901,-1.6529,-0.6964,-0.7738,0.3628,0.1792,0.9832,-0.2753,-0.2397,0.0940,0.2436,-0.1794,,0.6667,0.8298,0.6085,0.7333,1.0329,0.6028,0.5608,0.8445,0.0070,-0.1436,-0.3566,0.1393,-0.3418,-3.1125,-0.5322,0.3041,0.8442,-0.2675,0.2943,0.6599,-0.6954,0.7081,-0.2284,-0.3910,-2.7672,,0.4898,0.3368,0.2733,0.6145,0.9663,0.0601,0.3217,0.6956,0.8559,0.9836,-0.5397,-0.3499,-0.2191,-0.4978,-0.5675,1.0698,1.0316,0.2277,0.7034,0.2802,-2.7123,0.5598,-1.0637,0.6356,-1.7150,-2.4408,0.9281,1.1057,0.8086,0.4659,1.4395,0.3245,0.8888,1.1882,-0.4090,-0.9599,-0.5869,-0.3133,-1.0056,-1.3889,-0.9440,0.2877,0.7382,-0.5690,0.7153,0.3440,-0.8255,1.0861,0.0996,0.1590,-0.4794,-3.0977,0.9247,1.2225,0.7889,0.0528,1.5031,0.1797,0.7750,1.1783,0.0079,-0.4627,-1.6430,-0.4047,-0.7017,,0.0469,0.1631,0.8568,-0.0634,0.0080,0.7580,-0.9278,0.5096,-1.0186,-0.7297,-3.0237,,1.0004,0.8713,0.7347,0.3212,1.0285,0.7159,0.8264,0.9922,-0.4028,-0.1588,-0.8986,-0.0447,-0.0007,0.5158,-0.3721,-0.0114,0.3145,-0.3739,0.1354,0.4671,-1.0713,1.0870,-0.6119,-0.6026,-0.5781,-3.8835
1059174,-0.4404,-0.1534,-0.2186,1.7718,0.2815,-0.5372,-0.4478,-0.1046,1.7961,1.3245,-1.4675,-0.3092,1.2756,-2.2691,-1.3856,0.1384,0.7001,1.3008,0.7814,-0.6213,-0.2568,-0.0567,0.0057,0.2241,-1.3317,,0.0503,0.1717,-0.0500,0.8017,0.6512,-0.2512,-0.2199,0.0423,0.4575,0.4204,-1.2639,0.0086,0.4579,-2.1879,0.2921,0.9562,0.7175,0.1158,0.8665,0.0724,-0.2801,1.1771,0.2336,0.3492,-3.5890,,-0.2909,-0.1988,-0.2820,0.7753,-0.1664,-0.2221,-0.3553,-0.1454,0.6148,0.7242,-0.8435,-0.0455,0.7611,0.0617,0.1115,1.0494,0.9196,0.0032,0.9463,-0.7479,-1.7899,1.8303,0.8958,1.0507,-2.4999,-2.1559,-0.1546,-0.0449,-0.1514,1.0270,0.1300,-0.2498,-0.0900,0.0600,1.2230,0.5065,-0.9128,0.0568,0.4869,-0.7058,0.3842,1.0468,0.7986,-0.4853,1.1572,-0.6017,0.0980,1.0641,0.1460,0.8331,-2.7701,-2.8518,-0.2765,-0.1978,-0.1798,0.7521,0.3319,-0.5418,-0.3828,-0.1877,0.9702,0.4208,-2.3039,0.0516,0.1989,,0.8772,0.2939,1.0590,-0.0299,1.0592,-0.6084,-0.3421,1.1665,0.4753,0.6543,-3.2604,,-0.1825,0.0934,-0.2305,0.6727,0.3318,-0.3501,-0.2598,-0.0557,0.5308,0.3112,-0.5627,-0.1623,0.4524,0.5919,0.0136,1.5232,0.8912,-0.2859,0.8625,-0.7133,-0.2089,1.0505,0.1591,1.0549,-1.7988,-3.7286
1059168,-0.9804,-1.1549,-0.9496,-0.0104,-0.9045,-0.5595,-0.8239,-0.9936,0.6471,0.5000,0.8206,-0.2598,0.1160,-0.8677,-0.6475,0.7642,0.6736,1.7611,0.6462,-2.0847,1.3310,-0.4075,0.6009,0.5745,2.2089,,-0.6957,-1.0343,-0.8444,-0.4441,-0.6042,-0.7936,-0.6994,-0.7033,-0.0964,0.0179,1.3216,-0.2185,0.2595,-1.5208,-0.4962,1.0075,0.4595,1.5208,0.7908,-2.2904,1.5322,0.1188,1.0598,0.6950,1.6580,,-1.0293,-1.0832,-0.6205,-0.1874,-1.0557,-0.5589,-0.6980,-0.7454,0.0469,0.2270,1.5636,-0.2185,-0.0754,-0.0785,-0.7872,1.2730,0.8148,1.3239,0.5406,-2.8565,0.5555,0.2238,0.5298,1.0084,1.8852,0.0019,-0.9142,-0.9475,-0.9107,-0.7045,-0.6477,-0.4903,-0.6374,-1.2199,-0.1796,-0.5176,1.7736,-0.0671,0.2576,-0.5612,-0.8422,1.4430,0.5513,1.5893,0.8567,-2.0774,1.5139,0.7353,0.9094,0.9450,0.8838,-0.7417,-0.6327,-0.5220,-0.7010,-0.6152,-0.6216,-0.9310,-0.7325,-0.5923,-0.2715,-0.4906,1.0513,-0.5299,-0.4708,,-0.1757,0.6587,0.4353,1.4382,0.4775,-2.2449,1.5221,-0.3506,0.8656,0.9042,2.5294,,-0.6122,-0.9803,-0.7572,-0.5746,-0.8709,-0.6514,-0.7530,-0.6360,-0.5524,-0.2599,1.4980,-0.5497,0.4553,0.5654,-0.5957,1.4814,0.5552,2.0023,0.4674,-2.3691,1.3725,-0.2735,0.5149,0.8990,1.3695,-0.7449
1059170,-0.5396,-0.7389,-0.6622,-0.9584,-1.1262,-0.5996,-0.4970,-0.6658,-0.3076,0.9091,0.6425,-0.3421,-0.6527,-1.2107,-1.3122,0.7198,0.4522,1.1013,0.7073,-1.5267,1.2731,0.4950,1.5152,0.9654,2.3585,,-0.4054,-0.7523,-0.7733,-0.9999,-0.3194,-0.6495,-0.3688,-0.5416,-0.2697,-0.2854,1.5728,-0.1790,-0.0789,-1.8657,-0.1899,1.6071,0.6164,2.4304,0.3044,-1.7840,0.3714,-0.1511,0.3291,0.8144,1.5680,,-0.0099,-0.0657,0.1864,-1.0765,-0.1175,0.0119,0.0779,0.0302,-0.3080,-0.4654,1.7998,-0.1240,-0.3806,-1.5753,-0.7692,1.0196,0.7322,1.9953,0.3651,-1.5299,0.3804,-0.7752,-0.0765,-0.2118,2.5380,-1.6516,-0.0916,-0.0717,-0.0424,-1.3964,0.0103,-0.0610,0.0914,-0.2518,-1.5804,-1.2139,1.2610,-0.1775,-0.0164,-0.7487,-1.0667,1.5255,0.1939,1.9032,0.5099,-1.3061,0.5615,0.8083,0.7241,0.3271,1.9394,-1.8312,-0.6773,-0.7923,-0.8071,-0.7031,-0.9859,-0.9511,-0.5236,-0.6414,0.2448,-0.9969,1.0060,-0.6471,0.0980,,-0.3016,1.2591,0.9155,1.8558,0.7560,-2.2602,1.2301,-0.1032,0.7591,0.6833,1.5831,,-0.2433,-0.7387,-0.4494,-1.1155,-0.7498,-0.2638,-0.4098,-0.4023,-0.4856,-0.4447,1.6914,-0.5942,1.0561,0.1555,-0.1865,1.5383,0.6245,2.1777,0.4860,-1.9457,0.8090,-0.1679,0.0961,-0.0645,1.5282,-1.9010
